'Elapsed time','FECG','UC'
'hh:mm:ss.mmm','mV','mV'
'0:20.788',4.845,0.720
'0:20.790',4.835,0.715
'0:20.792',4.845,0.710
'0:20.794',4.835,0.715
'0:20.796',4.815,0.720
'0:20.798',4.820,0.705
'0:20.800',4.820,0.710
'0:20.802',4.830,0.715
'0:20.804',4.830,0.720
'0:20.806',4.845,0.700
'0:20.808',4.845,0.710
'0:20.810',4.830,0.715
'0:20.812',4.820,0.720
'0:20.814',4.835,0.705
'0:20.816',4.825,0.715
'0:20.818',4.820,0.720
'0:20.820',4.855,0.720
'0:20.822',4.840,0.710
'0:20.824',4.835,0.705
'0:20.826',4.820,0.720
'0:20.828',4.820,0.710
'0:20.830',4.830,0.725
'0:20.832',4.815,0.710
'0:20.834',4.845,0.725
'0:20.836',4.850,0.715
'0:20.838',4.845,0.725
'0:20.840',4.835,0.710
'0:20.842',4.830,0.715
'0:20.844',4.825,0.720
'0:20.846',4.810,0.710
'0:20.848',4.825,0.710
'0:20.850',4.830,0.725
'0:20.852',4.835,0.720
'0:20.854',4.840,0.715
'0:20.856',4.860,0.710
'0:20.858',4.835,0.715
'0:20.860',4.815,0.710
'0:20.862',4.815,0.705
'0:20.864',4.835,0.715
'0:20.866',4.825,0.725
'0:20.868',4.825,0.710
'0:20.870',4.850,0.715
'0:20.872',4.845,0.705
'0:20.874',4.835,0.720
'0:20.876',4.845,0.700
'0:20.878',4.830,0.705
'0:20.880',4.820,0.725
'0:20.882',4.830,0.720
'0:20.884',4.825,0.715
'0:20.886',4.840,0.715
'0:20.888',4.835,0.715
'0:20.890',4.830,0.710
'0:20.892',4.850,0.720
'0:20.894',4.835,0.705
'0:20.896',4.825,0.720
'0:20.898',4.825,0.715
'0:20.900',4.830,0.720
'0:20.902',4.820,0.710
'0:20.904',4.830,0.720
'0:20.906',4.825,0.710
'0:20.908',4.835,0.715
'0:20.910',4.835,0.715
'0:20.912',4.830,0.715
'0:20.914',4.860,0.720
'0:20.916',4.840,0.715
'0:20.918',4.835,0.715
'0:20.920',4.830,0.715
'0:20.922',4.810,0.710
'0:20.924',4.825,0.720
'0:20.926',4.820,0.710
'0:20.928',4.810,0.710
'0:20.930',4.850,0.720
'0:20.932',4.850,0.720
'0:20.934',4.845,0.720
'0:20.936',4.850,0.715
'0:20.938',4.825,0.715
'0:20.940',4.830,0.710
'0:20.942',4.810,0.715
'0:20.944',4.815,0.715
'0:20.946',4.835,0.710
'0:20.948',4.840,0.715
'0:20.950',4.840,0.715
'0:20.952',4.840,0.720
'0:20.954',4.835,0.720
'0:20.956',4.820,0.715
'0:20.958',4.825,0.710
'0:20.960',4.810,0.715
'0:20.962',4.815,0.715
'0:20.964',4.845,0.720
'0:20.966',4.850,0.720
'0:20.968',4.845,0.720
'0:20.970',4.850,0.725
'0:20.972',4.820,0.710
'0:20.974',4.835,0.715
'0:20.976',4.810,0.720
'0:20.978',4.815,0.710
'0:20.980',4.835,0.720
'0:20.982',4.835,0.715
'0:20.984',4.850,0.720
'0:20.986',4.845,0.710
'0:20.988',4.835,0.720
'0:20.990',4.815,0.710
'0:20.992',4.805,0.715
'0:20.994',4.810,0.715
'0:20.996',4.835,0.715
'0:20.998',4.840,0.720
'0:21.000',4.840,0.725
'0:21.002',4.845,0.710
'0:21.004',4.830,0.725
'0:21.006',4.830,0.715
'0:21.008',4.820,0.720
'0:21.010',4.810,0.710
'0:21.012',4.820,0.715
'0:21.014',4.845,0.715
'0:21.016',4.835,0.720
'0:21.018',4.840,0.720
'0:21.020',4.860,0.705
'0:21.022',4.835,0.715
'0:21.024',4.825,0.720
'0:21.026',4.820,0.715
'0:21.028',4.805,0.720
'0:21.030',4.835,0.710
'0:21.032',4.835,0.725
'0:21.034',4.825,0.720
'0:21.036',4.855,0.725
'0:21.038',4.850,0.710
'0:21.040',4.835,0.715
'0:21.042',4.830,0.710
'0:21.044',4.810,0.715
'0:21.046',4.830,0.715
'0:21.048',4.825,0.720
'0:21.050',4.825,0.715
'0:21.052',4.845,0.725
'0:21.054',4.840,0.710
'0:21.056',4.840,0.715
'0:21.058',4.840,0.710
'0:21.060',4.835,0.720
'0:21.062',4.835,0.720
'0:21.064',4.820,0.715
'0:21.066',4.815,0.715
'0:21.068',4.830,0.715
'0:21.070',4.840,0.720
'0:21.072',4.835,0.705
'0:21.074',4.830,0.715
'0:21.076',4.845,0.715
'0:21.078',4.835,0.715
'0:21.080',4.820,0.730
'0:21.082',4.830,0.705
'0:21.084',4.825,0.720
'0:21.086',4.840,0.715
'0:21.088',4.840,0.720
'0:21.090',4.830,0.720
'0:21.092',4.845,0.705
'0:21.094',4.830,0.710
'0:21.096',4.810,0.715
'0:21.098',4.830,0.730
'0:21.100',4.835,0.710
'0:21.102',4.835,0.720
'0:21.104',4.830,0.720
'0:21.106',4.860,0.715
'0:21.108',4.835,0.705
'0:21.110',4.820,0.710
'0:21.112',4.815,0.720
'0:21.114',4.820,0.715
'0:21.116',4.825,0.720
'0:21.118',4.825,0.710
'0:21.120',4.830,0.720
'0:21.122',4.855,0.720
'0:21.124',4.845,0.710
'0:21.126',4.835,0.710
'0:21.128',4.825,0.705
'0:21.130',4.815,0.720
'0:21.132',4.825,0.720
'0:21.134',4.820,0.710
'0:21.136',4.825,0.720
'0:21.138',4.845,0.710
'0:21.140',4.835,0.715
'0:21.142',4.830,0.715
'0:21.144',4.825,0.705
'0:21.146',4.830,0.710
'0:21.148',4.850,0.715
'0:21.150',4.835,0.720
'0:21.152',4.825,0.720
'0:21.154',4.820,0.725
'0:21.156',4.835,0.705
'0:21.158',4.840,0.705
'0:21.160',4.840,0.715
'0:21.162',4.835,0.715
'0:21.164',4.845,0.725
'0:21.166',4.835,0.720
'0:21.168',4.845,0.705
'0:21.170',4.825,0.720
'0:21.172',4.810,0.710
'0:21.174',4.830,0.710
'0:21.176',4.820,0.715
'0:21.178',4.835,0.705
'0:21.180',4.840,0.720
'0:21.182',4.835,0.720
'0:21.184',4.860,0.725
'0:21.186',4.850,0.710
'0:21.188',4.830,0.710
'0:21.190',4.815,0.710
'0:21.192',4.825,0.715
'0:21.194',4.805,0.710
'0:21.196',4.810,0.715
'0:21.198',4.850,0.715
'0:21.200',4.845,0.720
'0:21.202',4.845,0.715
'0:21.204',4.840,0.720
'0:21.206',4.830,0.705
'0:21.208',4.845,0.715
'0:21.210',4.820,0.710
'0:21.212',4.810,0.715
'0:21.214',4.815,0.710
'0:21.216',4.830,0.720
'0:21.218',4.840,0.715
'0:21.220',4.835,0.700
'0:21.222',4.830,0.710
'0:21.224',4.855,0.715
'0:21.226',4.830,0.715
'0:21.228',4.840,0.695
'0:21.230',4.820,0.715
'0:21.232',4.835,0.715
'0:21.234',4.825,0.725
'0:21.236',4.820,0.725
'0:21.238',4.845,0.705
'0:21.240',4.835,0.715
'0:21.242',4.835,0.715
'0:21.244',4.830,0.715
'0:21.246',4.825,0.710
'0:21.248',4.840,0.705
'0:21.250',4.825,0.720
'0:21.252',4.815,0.725
'0:21.254',4.845,0.720
'0:21.256',4.835,0.705
'0:21.258',4.830,0.705
'0:21.260',4.830,0.715
'0:21.262',4.815,0.710
'0:21.264',4.830,0.715
'0:21.266',4.825,0.725
'0:21.268',4.825,0.705
'0:21.270',4.835,0.720
'0:21.272',4.850,0.715
'0:21.274',4.835,0.710
'0:21.276',4.815,0.710
'0:21.278',4.810,0.710
'0:21.280',4.820,0.715
'0:21.282',4.830,0.725
'0:21.284',4.840,0.720
'0:21.286',4.840,0.715
'0:21.288',4.835,0.710
'0:21.290',4.820,0.710
'0:21.292',4.825,0.705
'0:21.294',4.815,0.720
'0:21.296',4.825,0.715
'0:21.298',4.835,0.710
'0:21.300',4.855,0.715
'0:21.302',4.845,0.720
'0:21.304',4.835,0.710
'0:21.306',4.810,0.710
'0:21.308',4.825,0.700
'0:21.310',4.830,0.685
'0:21.312',4.830,0.715
'0:21.314',4.855,0.720
'0:21.316',4.850,0.720
'0:21.318',4.835,0.715
'0:21.320',4.825,0.720
'0:21.322',4.815,0.715
'0:21.324',4.830,0.710
'0:21.326',4.825,0.715
'0:21.328',4.820,0.710
'0:21.330',4.855,0.725
'0:21.332',4.845,0.710
'0:21.334',4.840,0.725
'0:21.336',4.830,0.715
'0:21.338',4.820,0.720
'0:21.340',4.815,0.715
'0:21.342',4.810,0.710
'0:21.344',4.805,0.715
'0:21.346',4.840,0.710
'0:21.348',4.850,0.720
'0:21.350',4.845,0.725
'0:21.352',4.845,0.710
'0:21.354',4.825,0.715
'0:21.356',4.835,0.715
'0:21.358',4.815,0.720
'0:21.360',4.820,0.700
'0:21.362',4.805,0.720
'0:21.364',4.835,0.720
'0:21.366',4.830,0.725
'0:21.368',4.840,0.710
'0:21.370',4.845,0.725
'0:21.372',4.840,0.710
'0:21.374',4.835,0.720
'0:21.376',4.815,0.710
'0:21.378',4.825,0.715
'0:21.380',4.820,0.720
'0:21.382',4.820,0.720
'0:21.384',4.840,0.725
'0:21.386',4.840,0.710
'0:21.388',4.835,0.715
'0:21.390',4.825,0.715
'0:21.392',4.860,0.715
'0:21.394',4.835,0.710
'0:21.396',4.830,0.710
'0:21.398',4.825,0.725
'0:21.400',4.825,0.720
'0:21.402',4.830,0.720
'0:21.404',4.830,0.710
'0:21.406',4.830,0.720
'0:21.408',4.840,0.715
'0:21.410',4.840,0.710
'0:21.412',4.835,0.710
'0:21.414',4.835,0.715
'0:21.416',4.845,0.720
'0:21.418',4.830,0.715
'0:21.420',4.815,0.715
'0:21.422',4.825,0.715
'0:21.424',4.835,0.715
'0:21.426',4.825,0.725
'0:21.428',4.825,0.705
'0:21.430',4.830,0.720
'0:21.432',4.855,0.720
'0:21.434',4.840,0.720
'0:21.436',4.825,0.710
'0:21.438',4.820,0.710
'0:21.440',4.825,0.715
'0:21.442',4.810,0.715
'0:21.444',4.820,0.720
'0:21.446',4.840,0.705
'0:21.448',4.850,0.715
'0:21.450',4.845,0.715
'0:21.452',4.845,0.725
'0:21.454',4.835,0.720
'0:21.456',4.830,0.705
'0:21.458',4.820,0.710
'0:21.460',4.820,0.720
'0:21.462',4.840,0.710
'0:21.464',4.850,0.720
'0:21.466',4.845,0.710
'0:21.468',4.830,0.715
'0:21.470',4.820,0.720
'0:21.472',4.820,0.710
'0:21.474',4.825,0.720
'0:21.476',4.820,0.710
'0:21.478',4.850,0.715
'0:21.480',4.845,0.720
'0:21.482',4.830,0.715
'0:21.484',4.830,0.710
'0:21.486',4.815,0.720
'0:21.488',4.830,0.720
'0:21.490',4.820,0.710
'0:21.492',4.815,0.710
'0:21.494',4.850,0.715
'0:21.496',4.840,0.725
'0:21.498',4.840,0.715
'0:21.500',4.830,0.705
'0:21.502',4.820,0.720
'0:21.504',4.835,0.715
'0:21.506',4.825,0.720
'0:21.508',4.845,0.700
'0:21.510',4.845,0.715
'0:21.512',4.835,0.715
'0:21.514',4.835,0.725
'0:21.516',4.840,0.705
'0:21.518',4.830,0.710
'0:21.520',4.830,0.715
'0:21.522',4.835,0.715
'0:21.524',4.845,0.715
'0:21.526',4.840,0.705
'0:21.528',4.835,0.715
'0:21.530',4.830,0.720
'0:21.532',4.855,0.720
'0:21.534',4.835,0.705
'0:21.536',4.825,0.720
'0:21.538',4.825,0.715
'0:21.540',4.830,0.715
'0:21.542',4.820,0.710
'0:21.544',4.815,0.715
'0:21.546',4.855,0.725
'0:21.548',4.850,0.710
'0:21.550',4.840,0.720
'0:21.552',4.835,0.715
'0:21.554',4.840,0.725
'0:21.556',4.815,0.705
'0:21.558',4.810,0.720
'0:21.560',4.825,0.710
'0:21.562',4.830,0.720
'0:21.564',4.835,0.720
'0:21.566',4.830,0.715
'0:21.568',4.840,0.720
'0:21.570',4.860,0.710
'0:21.572',4.835,0.710
'0:21.574',4.820,0.705
'0:21.576',4.810,0.715
'0:21.578',4.825,0.705
'0:21.580',4.820,0.715
'0:21.582',4.820,0.725
'0:21.584',4.855,0.705
'0:21.586',4.845,0.720
'0:21.588',4.840,0.710
'0:21.590',4.835,0.715
'0:21.592',4.820,0.715
'0:21.594',4.840,0.700
'0:21.596',4.820,0.720
'0:21.598',4.820,0.715
'0:21.600',4.845,0.725
'0:21.602',4.840,0.725
'0:21.604',4.845,0.705
'0:21.606',4.830,0.720
'0:21.608',4.830,0.710
'0:21.610',4.855,0.715
'0:21.612',4.830,0.715
'0:21.614',4.820,0.715
'0:21.616',4.825,0.720
'0:21.618',4.830,0.720
'0:21.620',4.835,0.720
'0:21.622',4.825,0.705
'0:21.624',4.860,0.720
'0:21.626',4.840,0.705
'0:21.628',4.840,0.715
'0:21.630',4.825,0.715
'0:21.632',4.835,0.725
'0:21.634',4.815,0.715
'0:21.636',4.820,0.715
'0:21.638',4.825,0.720
'0:21.640',4.830,0.720
'0:21.642',4.825,0.710
'0:21.644',4.835,0.715
'0:21.646',4.850,0.710
'0:21.648',4.845,0.720
'0:21.650',4.825,0.720
'0:21.652',4.830,0.710
'0:21.654',4.820,0.715
'0:21.656',4.825,0.715
'0:21.658',4.815,0.710
'0:21.660',4.820,0.725
'0:21.662',4.840,0.700
'0:21.664',4.850,0.715
'0:21.666',4.850,0.720
'0:21.668',4.840,0.725
'0:21.670',4.830,0.725
'0:21.672',4.820,0.700
'0:21.674',4.830,0.710
'0:21.676',4.820,0.715
'0:21.678',4.815,0.710
'0:21.680',4.850,0.720
'0:21.682',4.840,0.705
'0:21.684',4.840,0.715
'0:21.686',4.835,0.720
'0:21.688',4.820,0.710
'0:21.690',4.825,0.720
'0:21.692',4.825,0.705
'0:21.694',4.825,0.715
'0:21.696',4.845,0.725
'0:21.698',4.850,0.710
'0:21.700',4.840,0.720
'0:21.702',4.825,0.720
'0:21.704',4.820,0.710
'0:21.706',4.825,0.720
'0:21.708',4.830,0.720
'0:21.710',4.825,0.705
'0:21.712',4.830,0.715
'0:21.714',4.860,0.715
'0:21.716',4.830,0.725
'0:21.718',4.815,0.720
'0:21.720',4.835,0.710
'0:21.722',4.830,0.705
'0:21.724',4.835,0.715
'0:21.726',4.840,0.715
'0:21.728',4.820,0.710
'0:21.730',4.850,0.715
'0:21.732',4.825,0.730
'0:21.734',4.820,0.720
'0:21.736',4.835,0.725
'0:21.738',4.835,0.700
'0:21.740',4.835,0.725
'0:21.742',4.830,0.715
'0:21.744',4.820,0.715
'0:21.746',4.855,0.715
'0:21.748',4.830,0.720
'0:21.750',4.820,0.715
'0:21.752',4.830,0.720
'0:21.754',4.840,0.715
'0:21.756',4.835,0.720
'0:21.758',4.830,0.700
'0:21.760',4.840,0.720
'0:21.762',4.840,0.710
'0:21.764',4.835,0.720
'0:21.766',4.825,0.720
'0:21.768',4.815,0.710
'0:21.770',4.835,0.720
'0:21.772',4.825,0.710
'0:21.774',4.825,0.710
'0:21.776',4.835,0.710
'0:21.778',4.850,0.710
'0:21.780',4.850,0.725
'0:21.782',4.840,0.715
'0:21.784',4.825,0.710
'0:21.786',4.840,0.715
'0:21.788',4.820,0.720
'0:21.790',4.810,0.715
'0:21.792',4.830,0.705
'0:21.794',4.830,0.715
'0:21.796',4.840,0.725
'0:21.798',4.840,0.720
'0:21.800',4.835,0.725
'0:21.802',4.860,0.710
'0:21.804',4.835,0.720
'0:21.806',4.815,0.720
'0:21.808',4.820,0.715
'0:21.810',4.815,0.705
'0:21.812',4.830,0.715
'0:21.814',4.835,0.720
'0:21.816',4.830,0.720
'0:21.818',4.850,0.720
'0:21.820',4.845,0.710
'0:21.822',4.830,0.710
'0:21.824',4.830,0.720
'0:21.826',4.820,0.710
'0:21.828',4.820,0.715
'0:21.830',4.815,0.710
'0:21.832',4.835,0.725
'0:21.834',4.850,0.720
'0:21.836',4.845,0.720
'0:21.838',4.835,0.720
'0:21.840',4.825,0.720
'0:21.842',4.840,0.715
'0:21.844',4.815,0.710
'0:21.846',4.810,0.715
'0:21.848',4.830,0.710
'0:21.850',4.825,0.720
'0:21.852',4.850,0.720
'0:21.854',4.835,0.710
'0:21.856',4.835,0.715
'0:21.858',4.840,0.715
'0:21.860',4.830,0.715
'0:21.862',4.820,0.710
'0:21.864',4.825,0.720
'0:21.866',4.830,0.715
'0:21.868',4.830,0.725
'0:21.870',4.835,0.725
'0:21.872',4.855,0.710
'0:21.874',4.845,0.710
'0:21.876',4.830,0.715
'0:21.878',4.825,0.715
'0:21.880',4.815,0.725
'0:21.882',4.830,0.710
'0:21.884',4.830,0.720
'0:21.886',4.830,0.720
'0:21.888',4.850,0.720
'0:21.890',4.840,0.715
'0:21.892',4.835,0.705
'0:21.894',4.840,0.715
'0:21.896',4.830,0.720
'0:21.898',4.825,0.715
'0:21.900',4.830,0.720
'0:21.902',4.820,0.725
'0:21.904',4.830,0.710
'0:21.906',4.845,0.710
'0:21.908',4.840,0.715
'0:21.910',4.840,0.710
'0:21.912',4.830,0.720
'0:21.914',4.835,0.715
'0:21.916',4.840,0.725
'0:21.918',4.820,0.715
'0:21.920',4.820,0.720
'0:21.922',4.840,0.710
'0:21.924',4.840,0.715
'0:21.926',4.835,0.720
'0:21.928',4.835,0.705
'0:21.930',4.830,0.715
'0:21.932',4.845,0.715
'0:21.934',4.825,0.720
'0:21.936',4.820,0.730
'0:21.938',4.840,0.705
'0:21.940',4.830,0.720
'0:21.942',4.835,0.715
'0:21.944',4.845,0.720
'0:21.946',4.830,0.710
'0:21.948',4.840,0.715
'0:21.950',4.820,0.725
'0:21.952',4.820,0.720
'0:21.954',4.840,0.720
'0:21.956',4.835,0.705
'0:21.958',4.835,0.715
'0:21.960',4.835,0.710
'0:21.962',4.850,0.705
'0:21.964',4.835,0.715
'0:21.966',4.815,0.715
'0:21.968',4.840,0.720
'0:21.970',4.835,0.710
'0:21.972',4.835,0.710
'0:21.974',4.835,0.705
'0:21.976',4.845,0.715
'0:21.978',4.830,0.710
'0:21.980',4.820,0.715
'0:21.982',4.830,0.715
'0:21.984',4.820,0.720
'0:21.986',4.830,0.720
'0:21.988',4.840,0.700
'0:21.990',4.820,0.710
'0:21.992',4.850,0.715
'0:21.994',4.840,0.715
'0:21.996',4.830,0.715
'0:21.998',4.825,0.720
'0:22.000',4.840,0.720
'0:22.002',4.815,0.715
'0:22.004',4.815,0.725
'0:22.006',4.830,0.700
'0:22.008',4.835,0.710
'0:22.010',4.840,0.710
'0:22.012',4.835,0.715
'0:22.014',4.840,0.725
'0:22.016',4.845,0.715
'0:22.018',4.850,0.715
'0:22.020',4.830,0.720
'0:22.022',4.820,0.715
'0:22.024',4.820,0.715
'0:22.026',4.825,0.705
'0:22.028',4.830,0.710
'0:22.030',4.830,0.720
'0:22.032',4.855,0.725
'0:22.034',4.845,0.710
'0:22.036',4.845,0.720
'0:22.038',4.830,0.710
'0:22.040',4.835,0.715
'0:22.042',4.810,0.700
'0:22.044',4.810,0.715
'0:22.046',4.830,0.720
'0:22.048',4.845,0.715
'0:22.050',4.835,0.715
'0:22.052',4.830,0.715
'0:22.054',4.865,0.720
'0:22.056',4.830,0.710
'0:22.058',4.810,0.710
'0:22.060',4.815,0.710
'0:22.062',4.815,0.720
'0:22.064',4.830,0.720
'0:22.066',4.825,0.715
'0:22.068',4.850,0.715
'0:22.070',4.845,0.720
'0:22.072',4.835,0.715
'0:22.074',4.830,0.710
'0:22.076',4.820,0.710
'0:22.078',4.825,0.710
'0:22.080',4.820,0.725
'0:22.082',4.815,0.725
'0:22.084',4.855,0.705
'0:22.086',4.845,0.720
'0:22.088',4.845,0.710
'0:22.090',4.830,0.715
'0:22.092',4.815,0.715
'0:22.094',4.830,0.705
'0:22.096',4.825,0.720
'0:22.098',4.825,0.720
'0:22.100',4.850,0.720
'0:22.102',4.840,0.710
'0:22.104',4.835,0.715
'0:22.106',4.820,0.720
'0:22.108',4.840,0.715
'0:22.110',4.805,0.705
'0:22.112',4.810,0.710
'0:22.114',4.840,0.720
'0:22.116',4.845,0.720
'0:22.118',4.845,0.720
'0:22.120',4.845,0.710
'0:22.122',4.830,0.720
'0:22.124',4.825,0.710
'0:22.126',4.805,0.705
'0:22.128',4.810,0.715
'0:22.130',4.830,0.720
'0:22.132',4.830,0.720
'0:22.134',4.835,0.720
'0:22.136',4.830,0.715
'0:22.138',4.855,0.710
'0:22.140',4.845,0.715
'0:22.142',4.825,0.720
'0:22.144',4.825,0.705
'0:22.146',4.810,0.715
'0:22.148',4.825,0.720
'0:22.150',4.825,0.725
'0:22.152',4.840,0.705
'0:22.154',4.845,0.720
'0:22.156',4.835,0.715
'0:22.158',4.835,0.715
'0:22.160',4.830,0.720
'0:22.162',4.840,0.715
'0:22.164',4.830,0.720
'0:22.166',4.815,0.720
'0:22.168',4.835,0.720
'0:22.170',4.830,0.730
'0:22.172',4.835,0.705
'0:22.174',4.820,0.715
'0:22.176',4.825,0.715
'0:22.178',4.855,0.715
'0:22.180',4.845,0.705
'0:22.182',4.825,0.720
'0:22.184',4.820,0.715
'0:22.186',4.835,0.720
'0:22.188',4.825,0.710
'0:22.190',4.810,0.720
'0:22.192',4.830,0.720
'0:22.194',4.835,0.715
'0:22.196',4.835,0.705
'0:22.198',4.840,0.720
'0:22.200',4.855,0.720
'0:22.202',4.835,0.715
'0:22.204',4.825,0.720
'0:22.206',4.805,0.710
'0:22.208',4.820,0.715
'0:22.210',4.815,0.710
'0:22.212',4.815,0.720
'0:22.214',4.855,0.715
'0:22.216',4.845,0.725
'0:22.218',4.845,0.725
'0:22.220',4.840,0.710
'0:22.222',4.825,0.715
'0:22.224',4.840,0.710
'0:22.226',4.810,0.720
'0:22.228',4.820,0.705
'0:22.230',4.830,0.720
'0:22.232',4.835,0.715
'0:22.234',4.840,0.720
'0:22.236',4.835,0.725
'0:22.238',4.860,0.705
'0:22.240',4.835,0.715
'0:22.242',4.810,0.710
'0:22.244',4.820,0.710
'0:22.246',4.815,0.720
'0:22.248',4.840,0.705
'0:22.250',4.840,0.715
'0:22.252',4.835,0.725
'0:22.254',4.845,0.710
'0:22.256',4.835,0.720
'0:22.258',4.820,0.705
'0:22.260',4.810,0.710
'0:22.262',4.820,0.715
'0:22.264',4.830,0.710
'0:22.266',4.835,0.725
'0:22.268',4.840,0.715
'0:22.270',4.850,0.725
'0:22.272',4.830,0.710
'0:22.274',4.815,0.715
'0:22.276',4.815,0.715
'0:22.278',4.820,0.715
'0:22.280',4.835,0.720
'0:22.282',4.825,0.705
'0:22.284',4.835,0.715
'0:22.286',4.860,0.710
'0:22.288',4.830,0.720
'0:22.290',4.800,0.715
'0:22.292',4.820,0.705
'0:22.294',4.830,0.720
'0:22.296',4.835,0.715
'0:22.298',4.835,0.730
'0:22.300',4.850,0.710
'0:22.302',4.850,0.720
'0:22.304',4.825,0.720
'0:22.306',4.810,0.715
'0:22.308',4.835,0.720
'0:22.310',4.830,0.705
'0:22.312',4.835,0.715
'0:22.314',4.845,0.715
'0:22.316',4.840,0.715
'0:22.318',4.855,0.720
'0:22.320',4.830,0.705
'0:22.322',4.805,0.715
'0:22.324',4.820,0.715
'0:22.326',4.825,0.705
'0:22.328',4.830,0.715
'0:22.330',4.835,0.710
'0:22.332',4.840,0.725
'0:22.334',4.855,0.730
'0:22.336',4.845,0.705
'0:22.338',4.830,0.710
'0:22.340',4.820,0.710
'0:22.342',4.810,0.715
'0:22.344',4.820,0.715
'0:22.346',4.825,0.710
'0:22.348',4.830,0.720
'0:22.350',4.860,0.715
'0:22.352',4.850,0.715
'0:22.354',4.840,0.725
'0:22.356',4.825,0.710
'0:22.358',4.820,0.710
'0:22.360',4.835,0.715
'0:22.362',4.825,0.715
'0:22.364',4.825,0.720
'0:22.366',4.845,0.700
'0:22.368',4.840,0.715
'0:22.370',4.845,0.720
'0:22.372',4.835,0.715
'0:22.374',4.840,0.710
'0:22.376',4.850,0.695
'0:22.378',4.830,0.715
'0:22.380',4.825,0.725
'0:22.382',4.825,0.720
'0:22.384',4.835,0.710
'0:22.386',4.830,0.720
'0:22.388',4.820,0.705
'0:22.390',4.850,0.715
'0:22.392',4.840,0.705
'0:22.394',4.830,0.710
'0:22.396',4.830,0.715
'0:22.398',4.850,0.720
'0:22.400',4.830,0.715
'0:22.402',4.820,0.710
'0:22.404',4.830,0.715
'0:22.406',4.820,0.715
'0:22.408',4.830,0.715
'0:22.410',4.825,0.710
'0:22.412',4.825,0.710
'0:22.414',4.860,0.725
'0:22.416',4.845,0.710
'0:22.418',4.835,0.720
'0:22.420',4.825,0.710
'0:22.422',4.830,0.720
'0:22.424',4.820,0.710
'0:22.426',4.815,0.710
'0:22.428',4.840,0.710
'0:22.430',4.840,0.720
'0:22.432',4.840,0.720
'0:22.434',4.835,0.710
'0:22.436',4.835,0.715
'0:22.438',4.840,0.715
'0:22.440',4.805,0.715
'0:22.442',4.820,0.705
'0:22.444',4.820,0.710
'0:22.446',4.835,0.715
'0:22.448',4.840,0.720
'0:22.450',4.840,0.720
'0:22.452',4.855,0.720
'0:22.454',4.835,0.715
'0:22.456',4.810,0.720
'0:22.458',4.820,0.715
'0:22.460',4.820,0.700
'0:22.462',4.835,0.710
'0:22.464',4.835,0.720
'0:22.466',4.840,0.715
'0:22.468',4.855,0.720
'0:22.470',4.835,0.720
'0:22.472',4.815,0.710
'0:22.474',4.820,0.715
'0:22.476',4.830,0.715
'0:22.478',4.835,0.710
'0:22.480',4.835,0.715
'0:22.482',4.830,0.725
'0:22.484',4.850,0.725
'0:22.486',4.825,0.710
'0:22.488',4.810,0.715
'0:22.490',4.825,0.715
'0:22.492',4.840,0.715
'0:22.494',4.835,0.710
'0:22.496',4.830,0.710
'0:22.498',4.855,0.720
'0:22.500',4.835,0.720
'0:22.502',4.825,0.725
'0:22.504',4.835,0.710
'0:22.506',4.825,0.710
'0:22.508',4.835,0.715
'0:22.510',4.825,0.715
'0:22.512',4.835,0.720
'0:22.514',4.860,0.710
'0:22.516',4.840,0.720
'0:22.518',4.825,0.720
'0:22.520',4.830,0.730
'0:22.522',4.815,0.710
'0:22.524',4.830,0.715
'0:22.526',4.820,0.710
'0:22.528',4.845,0.715
'0:22.530',4.845,0.725
'0:22.532',4.840,0.715
'0:22.534',4.845,0.720
'0:22.536',4.835,0.720
'0:22.538',4.835,0.715
'0:22.540',4.810,0.705
'0:22.542',4.805,0.715
'0:22.544',4.820,0.715
'0:22.546',4.835,0.715
'0:22.548',4.835,0.720
'0:22.550',4.830,0.720
'0:22.552',4.850,0.725
'0:22.554',4.845,0.715
'0:22.556',4.815,0.720
'0:22.558',4.815,0.710
'0:22.560',4.825,0.715
'0:22.562',4.810,0.710
'0:22.564',4.820,0.720
'0:22.566',4.845,0.700
'0:22.568',4.840,0.725
'0:22.570',4.840,0.720
'0:22.572',4.835,0.705
'0:22.574',4.830,0.720
'0:22.576',4.840,0.715
'0:22.578',4.820,0.720
'0:22.580',4.805,0.710
'0:22.582',4.830,0.715
'0:22.584',4.830,0.720
'0:22.586',4.835,0.720
'0:22.588',4.825,0.725
'0:22.590',4.840,0.705
'0:22.592',4.850,0.705
'0:22.594',4.835,0.710
'0:22.596',4.830,0.720
'0:22.598',4.830,0.725
'0:22.600',4.840,0.720
'0:22.602',4.820,0.715
'0:22.604',4.815,0.720
'0:22.606',4.840,0.710
'0:22.608',4.830,0.705
'0:22.610',4.830,0.710
'0:22.612',4.830,0.715
'0:22.614',4.855,0.715
'0:22.616',4.855,0.720
'0:22.618',4.835,0.715
'0:22.620',4.825,0.725
'0:22.622',4.815,0.715
'0:22.624',4.830,0.715
'0:22.626',4.825,0.710
'0:22.628',4.735,0.715
'0:22.630',4.850,0.725
'0:22.632',4.850,0.710
'0:22.634',4.845,0.720
'0:22.636',4.835,0.715
'0:22.638',4.845,0.720
'0:22.640',4.810,0.705
'0:22.642',4.805,0.710
'0:22.644',4.820,0.710
'0:22.646',4.840,0.720
